gene,pair,correlation,value,percent_expressed
Slob,melsim,rho,0.748479089314929,32.2077088224082
Slob,melsim,r,0.831676029437866,32.2077088224082
Slob,simsec,rho,0.81846257840547,32.2077088224082
Slob,simsec,r,0.707031106950021,32.2077088224082
Snap25,melsec,rho,0.782862125041635,91.7875559300949
Snap25,melsec,r,0.830473360470591,91.7875559300949
Snap25,melsim,rho,0.776660984737162,91.7875559300949
Snap25,melsim,r,0.774055147165926,91.7875559300949
Snap25,simsec,rho,0.922676776582613,91.7875559300949
Snap25,simsec,r,0.920640668360453,91.7875559300949
SoxN,melsec,rho,0.734711803206507,15.8751178795722
SoxN,melsec,r,0.945642830588062,15.8751178795722
SoxN,melsim,rho,0.784257045838602,15.8751178795722
SoxN,melsim,r,0.962352357449714,15.8751178795722
SoxN,simsec,rho,0.780695892576738,15.8751178795722
SoxN,simsec,r,0.944422053725563,15.8751178795722
Stacl,melsec,rho,0.825559011545257,68.472481390076
Stacl,melsec,r,0.81316244466975,68.472481390076
Stacl,melsim,rho,0.847574520404882,68.472481390076
Stacl,melsim,r,0.861696090047615,68.472481390076
Stacl,simsec,rho,0.919607454161251,68.472481390076
Stacl,simsec,r,0.961048841607676,68.472481390076
Syp,melsec,rho,0.86097885930367,81.0409518650053
Syp,melsec,r,0.944361180349749,81.0409518650053
Syp,melsim,rho,0.835899998040714,81.0409518650053
Syp,melsim,r,0.966770895423848,81.0409518650053
Syp,simsec,rho,0.872754168381042,81.0409518650053
Syp,simsec,r,0.950404062036541,81.0409518650053
Syt1,melsec,rho,0.890544485589451,89.3818094263529
Syt1,melsec,r,0.973866245300334,89.3818094263529
Syt1,melsim,rho,0.903808852054311,89.3818094263529
Syt1,melsim,r,0.969238900562535,89.3818094263529
Syt1,simsec,rho,0.910862281784518,89.3818094263529
Syt1,simsec,r,0.983230803061008,89.3818094263529
Sytbeta,melsec,rho,0.927202370758839,30.797166877345
Sytbeta,melsec,r,0.88816330826094,30.797166877345
Sytbeta,melsim,rho,0.926097636841544,30.797166877345
Sytbeta,melsim,r,0.89477521532654,30.797166877345
Sytbeta,simsec,rho,0.932637131992873,30.797166877345
Sytbeta,simsec,r,0.916594205131836,30.797166877345
Syx1A,melsec,rho,0.771116205254805,80.7299504404181
Syx1A,melsec,r,0.750383713775302,80.7299504404181
Syx1A,melsim,rho,0.804894296518349,80.7299504404181
Syx1A,melsim,r,0.829203273312578,80.7299504404181
Syx1A,simsec,rho,0.791522169321499,80.7299504404181
Syx1A,simsec,r,0.846291103412732,80.7299504404181
TM4SF,melsec,rho,0.791788612114221,39.0597724673448
TM4SF,melsec,r,0.806123476336671,39.0597724673448
TM4SF,melsim,rho,0.818119477262486,39.0597724673448
TM4SF,melsim,r,0.826587158424419,39.0597724673448
TM4SF,simsec,rho,0.824415702738867,39.0597724673448
TM4SF,simsec,r,0.834065791659594,39.0597724673448
Tbh,melsec,rho,0.796874693990539,13.4091775517165
Tbh,melsec,r,0.949742036201901,13.4091775517165
Tbh,melsim,rho,0.796458226183412,13.4091775517165
Tbh,melsim,r,0.963158142444992,13.4091775517165
Tbh,simsec,rho,0.903558360016104,13.4091775517165
Tbh,simsec,r,0.969667440394547,13.4091775517165
Ten-a,melsec,rho,0.892023746546758,96.4505708380987
Ten-a,melsec,r,0.911708630201558,96.4505708380987
Ten-a,melsim,rho,0.893062168145928,96.4505708380987
Ten-a,melsim,r,0.894622765213075,96.4505708380987
Ten-a,simsec,rho,0.905944473833735,96.4505708380987
Ten-a,simsec,r,0.924401216206256,96.4505708380987
Ten-m,melsec,rho,0.857530515880013,33.3654367061939
Ten-m,melsec,r,0.843241692580402,33.3654367061939
Ten-m,melsim,rho,0.831031172240836,33.3654367061939
Ten-m,melsim,r,0.810880149988025,33.3654367061939
Ten-m,simsec,rho,0.865945649405357,33.3654367061939
Ten-m,simsec,r,0.903222074599434,33.3654367061939
Tmtc2,melsec,rho,0.840335825741486,25.1449667930737
Tmtc2,melsec,r,0.836397306886237,25.1449667930737
Tmtc2,melsim,rho,0.859516823754356,25.1449667930737
Tmtc2,melsim,r,0.907510756638207,25.1449667930737
Tmtc2,simsec,rho,0.843662824080718,25.1449667930737
Tmtc2,simsec,r,0.884262144052119,25.1449667930737
Tob,melsec,rho,0.826387664335116,82.8407472060033
Tob,melsec,r,0.851323450726987,82.8407472060033
Tob,melsim,rho,0.798203334704834,82.8407472060033
Tob,melsim,r,0.8220037087081,82.8407472060033
Tob,simsec,rho,0.76791277258567,82.8407472060033
Tob,simsec,r,0.782344297958929,82.8407472060033
Toll-6,melsec,rho,0.876632346170048,39.6576977868737
Toll-6,melsec,r,0.886743257521649,39.6576977868737
Toll-6,melsim,rho,0.820912593161075,39.6576977868737
Toll-6,melsim,r,0.834486912198278,39.6576977868737
Toll-6,simsec,rho,0.858829954767227,39.6576977868737
Toll-6,simsec,r,0.884626990357361,39.6576977868737
Tomosyn,melsec,rho,0.828709418287976,79.4879512028732
Tomosyn,melsec,r,0.960203917163178,79.4879512028732
Tomosyn,melsim,rho,0.812290601304885,79.4879512028732
Tomosyn,melsim,r,0.96853742930745,79.4879512028732
Tomosyn,simsec,rho,0.809733733027685,79.4879512028732
Tomosyn,simsec,r,0.982336612866447,79.4879512028732
Trim9,melsec,rho,0.883682312303579,25.9034089769056
Trim9,melsec,r,0.933988140333341,25.9034089769056
Trim9,melsim,rho,0.918981935039827,25.9034089769056
Trim9,melsim,r,0.897520089218924,25.9034089769056
Trim9,simsec,rho,0.860410151398918,25.9034089769056
Trim9,simsec,r,0.816482057420323,25.9034089769056
TyrR,melsec,rho,0.74832081924454,15.6905234856237
TyrR,melsec,r,0.768575206976576,15.6905234856237
TyrR,melsim,rho,0.766548999451175,15.6905234856237
TyrR,melsim,r,0.753959934600873,15.6905234856237
TyrR,simsec,rho,0.700134767822308,15.6905234856237
TyrR,simsec,r,0.845526497015712,15.6905234856237
Unr,melsec,rho,0.729471580556045,86.7212424005297
Unr,melsec,r,0.700382822466953,86.7212424005297
Unr,melsim,rho,0.780207292462627,86.7212424005297
Unr,melsim,r,0.785345448880993,86.7212424005297
Unr,simsec,rho,0.782156782068614,86.7212424005297
Unr,simsec,r,0.788989176511358,86.7212424005297
VAChT,melsec,rho,0.901786654608537,41.5417644816308
VAChT,melsec,r,0.924978270004169,41.5417644816308
VAChT,melsim,rho,0.904504275035103,41.5417644816308
VAChT,melsim,r,0.946784991401054,41.5417644816308
VAChT,simsec,rho,0.909327363968554,41.5417644816308
VAChT,simsec,r,0.933073520729423,41.5417644816308
VGlut,melsec,rho,0.777207570973899,21.5915247095648
VGlut,melsec,r,0.977727203727966,21.5915247095648
VGlut,melsim,rho,0.799274423298175,21.5915247095648
VGlut,melsim,r,0.989938238726892,21.5915247095648
VGlut,simsec,rho,0.823409257938118,21.5915247095648
VGlut,simsec,r,0.98628236137701,21.5915247095648
X11Lbeta,melsec,rho,0.787847468834954,54.4553462148117
X11Lbeta,melsec,r,0.851299594230854,54.4553462148117
X11Lbeta,melsim,rho,0.802948739927996,54.4553462148117
X11Lbeta,melsim,r,0.853329265630962,54.4553462148117
X11Lbeta,simsec,rho,0.828360804290857,54.4553462148117
X11Lbeta,simsec,r,0.885876952870283,54.4553462148117
ab,melsec,rho,0.921462019240189,43.0927586829591
ab,melsec,r,0.939301036708771,43.0927586829591
ab,melsim,rho,0.913208101698399,43.0927586829591
ab,melsim,r,0.947983630913899,43.0927586829591
ab,simsec,rho,0.901907864133667,43.0927586829591
ab,simsec,r,0.940444736158778,43.0927586829591
amon,melsec,rho,0.833634166116075,43.1710106543069
amon,melsec,r,0.87135834974211,43.1710106543069
amon,melsim,rho,0.79775170827045,43.1710106543069
amon,melsim,r,0.892779009374244,43.1710106543069
amon,simsec,rho,0.763779392570174,43.1710106543069
amon,simsec,r,0.888973659931682,43.1710106543069
aqz,melsec,rho,0.71137757401203,97.612311643492
aqz,melsec,r,0.700450116371173,97.612311643492
aqz,melsim,rho,0.781314289073062,97.612311643492
aqz,melsim,r,0.807480602890847,97.612311643492
aqz,simsec,rho,0.729481376986226,97.612311643492
aqz,simsec,r,0.756308645027313,97.612311643492
aus,melsec,rho,0.773457552068026,78.779670539136
aus,melsec,r,0.773485964144238,78.779670539136
aus,melsim,rho,0.775749916730344,78.779670539136
aus,melsim,r,0.800259229048458,78.779670539136
aus,simsec,rho,0.768745469151041,78.779670539136
aus,simsec,r,0.766747408777469,78.779670539136
bab1,melsec,rho,0.83771664972072,11.1418768434359
bab1,melsec,r,0.893234167740356,11.1418768434359
bab1,melsim,rho,0.810987714810264,11.1418768434359
bab1,melsim,r,0.873112045054228,11.1418768434359
bab1,simsec,rho,0.845921205660429,11.1418768434359
bab1,simsec,r,0.909786828366577,11.1418768434359
bab2,melsec,rho,0.868951934467764,12.9918337045286
bab2,melsec,r,0.844144302649919,12.9918337045286
bab2,melsim,rho,0.839816099194924,12.9918337045286
bab2,melsim,r,0.87983154333518,12.9918337045286
bab2,simsec,rho,0.872744016088711,12.9918337045286
bab2,simsec,r,0.83518284839615,12.9918337045286
beat-IIIb,melsec,rho,0.835668977002767,37.5288428740545
beat-IIIb,melsec,r,0.859586815741603,37.5288428740545
beat-IIIb,melsim,rho,0.873854369267079,37.5288428740545
beat-IIIb,melsim,r,0.896936594374036,37.5288428740545
beat-IIIb,simsec,rho,0.865012614621285,37.5288428740545
beat-IIIb,simsec,r,0.871735015851734,37.5288428740545
beat-IIIc,melsec,rho,0.875269096353201,38.0184193101788
beat-IIIc,melsec,r,0.96515953628636,38.0184193101788
beat-IIIc,melsim,rho,0.881219278654816,38.0184193101788
beat-IIIc,melsim,r,0.968930899212234,38.0184193101788
beat-IIIc,simsec,rho,0.932296207809464,38.0184193101788
beat-IIIc,simsec,r,0.969050729861324,38.0184193101788
beat-IIa,melsec,rho,0.851614830927172,35.7270410722527
beat-IIa,melsec,r,0.836581694347148,35.7270410722527
beat-IIa,melsim,rho,0.887860790407125,35.7270410722527
beat-IIa,melsim,r,0.859398636211204,35.7270410722527
beat-IIa,simsec,rho,0.876626239314765,35.7270410722527
beat-IIa,simsec,r,0.919110836932754,35.7270410722527
beat-IIb,melsec,rho,0.823192254454523,23.0181183410582
beat-IIb,melsec,r,0.770386099453895,23.0181183410582
beat-IIb,melsim,rho,0.870794622602816,23.0181183410582
beat-IIb,melsim,r,0.799285421574569,23.0181183410582
beat-IIb,simsec,rho,0.879815417172865,23.0181183410582
beat-IIb,simsec,r,0.918271414218016,23.0181183410582
beat-IV,melsec,rho,0.751111475352007,13.6720239170128
beat-IV,melsec,r,0.827162327271629,13.6720239170128
beat-IV,melsim,rho,0.791953032344778,13.6720239170128
beat-IV,melsim,r,0.671372304079289,13.6720239170128
beat-IV,simsec,rho,0.758876717198352,13.6720239170128
beat-IV,simsec,r,0.654919932903251,13.6720239170128
beat-Ia,melsec,rho,0.822844392923519,21.0818836654026
beat-Ia,melsec,r,0.74075942053071,21.0818836654026
beat-Ia,melsim,rho,0.86556731433315,21.0818836654026
beat-Ia,melsim,r,0.858015466791999,21.0818836654026
beat-Ia,simsec,rho,0.883508908392015,21.0818836654026
beat-Ia,simsec,r,0.943758159129642,21.0818836654026
beat-Ib,melsec,rho,0.834062354593533,37.3161580288529
beat-Ib,melsec,r,0.88153138319292,37.3161580288529
beat-Ib,melsim,rho,0.891268356240877,37.3161580288529
beat-Ib,melsim,r,0.911773164262673,37.3161580288529
beat-Ib,simsec,rho,0.86853616126045,37.3161580288529
beat-Ib,simsec,r,0.919857405692044,37.3161580288529
beat-Ic,melsec,rho,0.907821584802689,35.5263949918738
beat-Ic,melsec,r,0.932823277591747,35.5263949918738
beat-Ic,melsim,rho,0.911101968331921,35.5263949918738
beat-Ic,melsim,r,0.9539934246382,35.5263949918738
beat-Ic,simsec,rho,0.876302396721171,35.5263949918738
beat-Ic,simsec,r,0.913206586645305,35.5263949918738
beat-VI,melsec,rho,0.862946599135946,29.585264551857
beat-VI,melsec,r,0.913966616143116,29.585264551857
beat-VI,melsim,rho,0.875662794601815,29.585264551857
beat-VI,melsim,r,0.914093122108645,29.585264551857
beat-VI,simsec,rho,0.91115797104917,29.585264551857
beat-VI,simsec,r,0.934892422833419,29.585264551857
beat-VII,melsec,rho,0.905165193113076,30.6105660225927
beat-VII,melsec,r,0.89529604732563,30.6105660225927
beat-VII,melsim,rho,0.869337343351182,30.6105660225927
beat-VII,melsim,r,0.914838645717095,30.6105660225927
beat-VII,simsec,rho,0.869366732713703,30.6105660225927
beat-VII,simsec,r,0.923140111396193,30.6105660225927
beat-Va,melsec,rho,0.905774347243192,16.8803547422701
beat-Va,melsec,r,0.88449876139002,16.8803547422701
beat-Va,melsim,rho,0.836204363399982,16.8803547422701
beat-Va,melsim,r,0.864675985342154,16.8803547422701
beat-Va,simsec,rho,0.832346158017417,16.8803547422701
beat-Va,simsec,r,0.915356877981303,16.8803547422701
beat-Vb,melsec,rho,0.738559560868527,9.83165793856217
beat-Vb,melsec,r,0.836137513237537,9.83165793856217
beat-Vb,melsim,rho,0.761875593789465,9.83165793856217
beat-Vb,melsim,r,0.849497089327404,9.83165793856217
beat-Vb,simsec,rho,0.809533847463888,9.83165793856217
beat-Vb,simsec,r,0.896720714708396,9.83165793856217
beat-Vc,melsec,rho,0.88949006299395,14.5026986897811
beat-Vc,melsec,r,0.895854821855125,14.5026986897811
beat-Vc,melsim,rho,0.856532954485464,14.5026986897811
beat-Vc,melsim,r,0.900312687694542,14.5026986897811
beat-Vc,simsec,rho,0.846011972062625,14.5026986897811
beat-Vc,simsec,r,0.940020858981914,14.5026986897811
bi,melsec,rho,0.754012856109536,21.9827845663035
bi,melsec,r,0.9596203140606,21.9827845663035
bi,melsim,rho,0.790671558354908,21.9827845663035
bi,melsim,r,0.958664813392181,21.9827845663035
bi,simsec,rho,0.731470618382526,21.9827845663035
bi,simsec,r,0.980413201946438,21.9827845663035
blw,melsec,rho,0.817747430303754,34.1238788900259
blw,melsec,r,0.81632523663075,34.1238788900259
blw,melsim,rho,0.834303179921237,34.1238788900259
blw,melsim,r,0.814063807049116,34.1238788900259
blw,simsec,rho,0.798139635187333,34.1238788900259
blw,simsec,r,0.787640089207496,34.1238788900259
bma,melsec,rho,0.849013120093439,35.8875579365557
bma,melsec,r,0.769234046172336,35.8875579365557
bma,melsim,rho,0.9084300937303,35.8875579365557
bma,melsim,r,0.884632740965707,35.8875579365557
bma,simsec,rho,0.877214638083171,35.8875579365557
bma,simsec,r,0.772889047994245,35.8875579365557
bol,melsec,rho,0.878063833539058,79.4257509179558
bol,melsec,r,0.900363095438901,79.4257509179558
bol,melsim,rho,0.870892846646682,79.4257509179558
bol,melsim,r,0.88569053358209,79.4257509179558
bol,simsec,rho,0.870079742941672,79.4257509179558
bol,simsec,r,0.887365706204303,79.4257509179558
br,melsec,rho,0.885651372014737,20.4799454242661
br,melsec,r,0.957567913306214,20.4799454242661
br,melsim,rho,0.873262550201611,20.4799454242661
br,melsim,r,0.961850525983979,20.4799454242661
br,simsec,rho,0.883277899014203,20.4799454242661
br,simsec,r,0.9519463583669,20.4799454242661
brat,melsec,rho,0.862595270283509,55.0271875438913
brat,melsec,r,0.85951567946687,55.0271875438913
brat,melsim,rho,0.825329649875585,55.0271875438913
brat,melsim,r,0.826977843021276,55.0271875438913
brat,simsec,rho,0.807343404063559,55.0271875438913
brat,simsec,r,0.779832680549269,55.0271875438913
brp,melsec,rho,0.794482637011917,79.1107365717611
brp,melsec,r,0.878695309463583,79.1107365717611
brp,melsim,rho,0.816157291870656,79.1107365717611
brp,melsim,r,0.869481029559427,79.1107365717611
brp,simsec,rho,0.787475202664642,79.1107365717611
brp,simsec,r,0.844968599846615,79.1107365717611
bru3,melsec,rho,0.959491761202218,87.4154778386404
bru3,melsec,r,0.93366277403333,87.4154778386404
bru3,melsim,rho,0.981367189796038,87.4154778386404
bru3,melsim,r,0.980528674234373,87.4154778386404
bru3,simsec,rho,0.966574580222967,87.4154778386404
bru3,simsec,r,0.949221913824549,87.4154778386404
caps,melsec,rho,0.818184267329442,33.9091875840205
caps,melsec,r,0.72216729471859,33.9091875840205
caps,melsim,rho,0.802355113748473,33.9091875840205
caps,melsim,r,0.812698899818997,33.9091875840205
caps,simsec,rho,0.85929180574834,33.9091875840205
caps,simsec,r,0.806433488946419,33.9091875840205
capu,melsec,rho,0.737929514348447,48.2533758703024
capu,melsec,r,0.777216018037638,48.2533758703024
capu,melsim,rho,0.784024922181768,48.2533758703024
capu,melsim,r,0.777548365427639,48.2533758703024
capu,simsec,rho,0.768569882125893,48.2533758703024
capu,simsec,r,0.753646489143882,48.2533758703024
chinmo,melsec,rho,0.927829698857736,79.0505427476474
chinmo,melsec,r,0.944773679255618,79.0505427476474
chinmo,melsim,rho,0.876907854777719,79.0505427476474
chinmo,melsim,r,0.895162596946092,79.0505427476474
chinmo,simsec,rho,0.888928074609612,79.0505427476474
chinmo,simsec,r,0.912443319362676,79.0505427476474
cindr,melsec,rho,0.700559132624048,63.8756796885973
cindr,melsec,r,0.649911632963904,63.8756796885973
cindr,melsim,rho,0.816999786929572,63.8756796885973
cindr,melsim,r,0.781468884863344,63.8756796885973
cindr,simsec,rho,0.852377593604891,63.8756796885973
cindr,simsec,r,0.844094218965889,63.8756796885973
cora,melsec,rho,0.773440637959061,22.3599991974157
cora,melsec,r,0.846658768392198,22.3599991974157
cora,melsim,rho,0.787911517342385,22.3599991974157
cora,melsim,r,0.824691839615924,22.3599991974157
cora,simsec,rho,0.727367575466469,22.3599991974157
cora,simsec,r,0.80452779615984,22.3599991974157
cpx,melsec,rho,0.909314445815945,90.9689199221493
cpx,melsec,r,0.881530133186691,90.9689199221493
cpx,melsim,rho,0.908031113462255,90.9689199221493
cpx,melsim,r,0.86857312884185,90.9689199221493
cpx,simsec,rho,0.937097121808813,90.9689199221493
cpx,simsec,r,0.950436455329265,90.9689199221493
ct,melsec,rho,0.875665728561757,23.9350709283894
ct,melsec,r,0.991364313364445,23.9350709283894
ct,melsim,rho,0.891569245757046,23.9350709283894
ct,melsim,r,0.976120700881305,23.9350709283894
ct,simsec,rho,0.825447387743856,23.9350709283894
ct,simsec,r,0.976067413115743,23.9350709283894
cv-c,melsec,rho,0.729748872384945,6.96241898914505
cv-c,melsec,r,0.887774070767517,6.96241898914505
cv-c,melsim,rho,0.779835643934108,6.96241898914505
cv-c,melsim,r,0.830920021194227,6.96241898914505
cv-c,simsec,rho,0.744296075712914,6.96241898914505
cv-c,simsec,r,0.874790951919076,6.96241898914505
dac,melsec,rho,0.764668777936768,13.7482694275567
dac,melsec,r,0.956363103963899,13.7482694275567
dac,melsim,rho,0.796911741290809,13.7482694275567
dac,melsim,r,0.976731217304025,13.7482694275567
dac,simsec,rho,0.801759576509936,13.7482694275567
dac,simsec,r,0.955627414998978,13.7482694275567
dally,melsec,rho,0.737483774583037,37.5368687172696
dally,melsec,r,0.941262194921291,37.5368687172696
dally,melsim,rho,0.764043898128465,37.5368687172696
dally,melsim,r,0.927471328128752,37.5368687172696
dally,simsec,rho,0.796847485607654,37.5368687172696
dally,simsec,r,0.962243555361198,37.5368687172696
dati,melsec,rho,0.836434795812903,47.2220550171552
dati,melsec,r,0.804027742829157,47.2220550171552
dati,melsim,rho,0.945519917025109,47.2220550171552
dati,melsim,r,0.953258222078374,47.2220550171552
dati,simsec,rho,0.869859121907509,47.2220550171552
dati,simsec,r,0.821715524542619,47.2220550171552
dnc,melsec,rho,0.772252591155783,94.2775737875961
dnc,melsec,r,0.729490454816555,94.2775737875961
dnc,melsim,rho,0.784948764670154,94.2775737875961
dnc,melsim,r,0.788542345906483,94.2775737875961
dnc,simsec,rho,0.824036521091714,94.2775737875961
dnc,simsec,r,0.888106804958115,94.2775737875961
dpr10,melsec,rho,0.84889214349121,34.9264632115412
dpr10,melsec,r,0.818531571461946,34.9264632115412
dpr10,melsim,rho,0.82409933629849,34.9264632115412
dpr10,melsim,r,0.877724116148771,34.9264632115412
dpr10,simsec,rho,0.833432522920192,34.9264632115412
dpr10,simsec,r,0.851569116160642,34.9264632115412
dpr11,melsec,rho,0.745696295228179,30.7490118180541
dpr11,melsec,r,0.815883274329783,30.7490118180541
dpr11,melsim,rho,0.763711395753227,30.7490118180541
dpr11,melsim,r,0.835266120884597,30.7490118180541
dpr11,simsec,rho,0.733769112272015,30.7490118180541
dpr11,simsec,r,0.829705594694622,30.7490118180541
dpr13,melsec,rho,0.85993064127432,40.8415096611088
dpr13,melsec,r,0.855053252168328,40.8415096611088
dpr13,melsim,rho,0.849680758052172,40.8415096611088
dpr13,melsim,r,0.886363370759723,40.8415096611088
dpr13,simsec,rho,0.906441413533091,40.8415096611088
dpr13,simsec,r,0.905759866067458,40.8415096611088
dpr15,melsec,rho,0.7331483239956,14.38030458075
dpr15,melsec,r,0.777618404071693,14.38030458075
dpr15,melsim,rho,0.835998800868974,14.38030458075
dpr15,melsim,r,0.78038197748106,14.38030458075
dpr15,simsec,rho,0.725431176021623,14.38030458075
dpr15,simsec,r,0.752902024495723,14.38030458075
dpr16,melsec,rho,0.752394762155633,10.373402355585
dpr16,melsec,r,0.807951082035571,10.373402355585
dpr16,melsim,rho,0.766256405007545,10.373402355585
dpr16,melsim,r,0.817206561843175,10.373402355585
dpr16,simsec,rho,0.744801059666554,10.373402355585
dpr16,simsec,r,0.804795480680359,10.373402355585
dpr2,melsec,rho,0.761573654682824,17.6749132205702
dpr2,melsec,r,0.75075635810699,17.6749132205702
dpr2,melsim,rho,0.750500264289205,17.6749132205702
dpr2,melsim,r,0.625186507613472,17.6749132205702
dpr2,simsec,rho,0.73357059092681,17.6749132205702
dpr2,simsec,r,0.771805014669318,17.6749132205702
dpr3,melsec,rho,0.742058652098266,12.5945544653785
dpr3,melsec,r,0.750926028495266,12.5945544653785
dpr3,melsim,rho,0.748643141394171,12.5945544653785
dpr3,melsim,r,0.815563523756281,12.5945544653785
dpr3,simsec,rho,0.778504915760879,12.5945544653785
dpr3,simsec,r,0.813192702816573,12.5945544653785
dpr6,melsec,rho,0.826492551023637,33.8510002207107
dpr6,melsec,r,0.821235115941424,33.8510002207107
dpr6,melsim,rho,0.876057710914163,33.8510002207107
dpr6,melsim,r,0.89326942104551,33.8510002207107
dpr6,simsec,rho,0.793794941123455,33.8510002207107
dpr6,simsec,r,0.886312220545317,33.8510002207107
dpr8,melsec,rho,0.763070306704777,59.1063223579927
dpr8,melsec,r,0.784537472250095,59.1063223579927
dpr8,melsim,rho,0.847407980683934,59.1063223579927
dpr8,melsim,r,0.872403420369148,59.1063223579927
dpr8,simsec,rho,0.890074256940771,59.1063223579927
dpr8,simsec,r,0.867524990312357,59.1063223579927
dpr9,melsec,rho,0.916524618429045,54.4653785188306
dpr9,melsec,r,0.888936902029078,54.4653785188306
dpr9,melsim,rho,0.892013950116578,54.4653785188306
dpr9,melsim,r,0.917326717483385,54.4653785188306
dpr9,simsec,rho,0.8815709555438,54.4653785188306
dpr9,simsec,r,0.843032071656942,54.4653785188306
eIF4EHP,melsec,rho,0.75879415445807,57.4830955677281
eIF4EHP,melsec,r,0.777423074773501,57.4830955677281
eIF4EHP,melsim,rho,0.751294968788301,57.4830955677281
eIF4EHP,melsim,r,0.776019272424125,57.4830955677281
eIF4EHP,simsec,rho,0.839975312995944,57.4830955677281
eIF4EHP,simsec,r,0.8477604036207,57.4830955677281
ed,melsec,rho,0.844865040959938,39.3246252934449
ed,melsec,r,0.905752617455006,39.3246252934449
ed,melsim,rho,0.871711348251325,39.3246252934449
ed,melsim,r,0.890035980266176,39.3246252934449
ed,simsec,rho,0.862799748538077,39.3246252934449
ed,simsec,r,0.890966617125668,39.3246252934449
elav,melsec,rho,0.71885401079295,49.3870262244427
elav,melsec,r,0.780334465802187,49.3870262244427
elav,melsim,rho,0.738223408684578,49.3870262244427
elav,melsim,r,0.78332744436714,49.3870262244427
elav,simsec,rho,0.727347536561324,49.3870262244427
elav,simsec,r,0.733425437388836,49.3870262244427
eys,melsec,rho,0.778728854864707,39.9446216818154
eys,melsec,r,0.821515637142053,39.9446216818154
eys,melsim,rho,0.853014290851482,39.9446216818154
eys,melsim,r,0.908162090294068,39.9446216818154
eys,simsec,rho,0.817741192875951,39.9446216818154
eys,simsec,r,0.881175760838695,39.9446216818154
fax,melsec,rho,0.83183365580074,68.9801159734345
fax,melsec,r,0.831760971311821,68.9801159734345
fax,melsim,rho,0.81969092111386,68.9801159734345
fax,melsim,r,0.836128055723218,68.9801159734345
fax,simsec,rho,0.762690112904411,68.9801159734345
fax,simsec,r,0.796510843705432,68.9801159734345
fend,melsec,rho,0.741271928860024,39.7038463853609
fend,melsec,r,0.777973400301057,39.7038463853609
fend,melsim,rho,0.800200827802405,39.7038463853609
fend,melsim,r,0.856309799859453,39.7038463853609
fend,simsec,rho,0.770808382869209,39.7038463853609
fend,simsec,r,0.72086487441699,39.7038463853609
fred,melsec,rho,0.850491048478278,36.2607596460603
fred,melsec,r,0.79894601082525,36.2607596460603
fred,melsim,rho,0.882749702439651,36.2607596460603
fred,melsim,r,0.891180512311039,36.2607596460603
fred,simsec,rho,0.893688098243263,36.2607596460603
fred,simsec,r,0.865333659050541,36.2607596460603
fru,melsec,rho,0.867620190551909,50.6711611388671
fru,melsec,r,0.983269304796503,50.6711611388671
fru,melsim,rho,0.90837353972337,50.6711611388671
fru,melsim,r,0.976416512595245,50.6711611388671
fru,simsec,rho,0.844716785203472,50.6711611388671
fru,simsec,r,0.975075007829839,50.6711611388671
fz,melsec,rho,0.775342264465229,29.5973033166797
fz,melsec,r,0.787283999807668,29.5973033166797
fz,melsim,rho,0.802992824089376,29.5973033166797
fz,melsim,r,0.782086109154176,29.5973033166797
fz,simsec,rho,0.767246615333373,29.5973033166797
fz,simsec,r,0.770683700953514,29.5973033166797
haf,melsec,rho,0.755860461411387,16.6556311322458
haf,melsec,r,0.918138264830392,16.6556311322458
haf,melsim,rho,0.763443888987792,16.6556311322458
haf,melsim,r,0.955312491410829,16.6556311322458
haf,simsec,rho,0.801301049389919,16.6556311322458
haf,simsec,r,0.945243747723453,16.6556311322458
heca,melsec,rho,0.779208056584181,67.9528080418949
heca,melsec,r,0.907583833524516,67.9528080418949
heca,melsim,rho,0.85376868669057,67.9528080418949
heca,melsim,r,0.745205400442029,67.9528080418949
heca,simsec,rho,0.791100922823723,67.9528080418949
heca,simsec,r,0.729286536875719,67.9528080418949
heph,melsec,rho,0.883481259429064,71.4500692228977
heph,melsec,r,0.963254154441686,71.4500692228977
heph,melsim,rho,0.875940153464082,71.4500692228977
heph,melsim,r,0.867763163599825,71.4500692228977
heph,simsec,rho,0.94869841861023,71.4500692228977
heph,simsec,r,0.832496825022974,71.4500692228977
hig,melsec,rho,0.88454633845545,43.5743092758683
hig,melsec,r,0.617320302147446,43.5743092758683
hig,melsim,rho,0.908028439109189,43.5743092758683
hig,melsim,r,0.861210127716685,43.5743092758683
hig,simsec,rho,0.882050980622661,43.5743092758683
hig,simsec,r,0.770064506188936,43.5743092758683
hth,melsec,rho,0.910519406728188,61.377635987881
hth,melsec,r,0.988799479137718,61.377635987881
hth,melsim,rho,0.882001998471757,61.377635987881
hth,melsim,r,0.986773538198063,61.377635987881
hth,simsec,rho,0.8748212151492,61.377635987881
hth,simsec,r,0.985440269710721,61.377635987881
igl,melsec,rho,0.769587962146594,43.7308132185638
igl,melsec,r,0.695264696386484,43.7308132185638
igl,melsim,rho,0.862895503183888,43.7308132185638
igl,melsim,r,0.834026680826231,43.7308132185638
igl,simsec,rho,0.824331572434321,43.7308132185638
igl,simsec,r,0.836418043554758,43.7308132185638
inaE,melsec,rho,0.832620233109124,58.819398463051
inaE,melsec,r,0.800984194560248,58.819398463051
inaE,melsim,rho,0.818260635301609,58.819398463051
